TOT_OA_CD,lat,lon,child_pop
23010520010005,37.455029451975335,126.59588216730675,0.0
23010520010004,37.454736263678505,126.5962315702906,0.0
23010520010003,37.446818845088266,126.61050847272821,6.0
23010520010002,37.459077684134066,126.6104891917812,0.0
23010520010001,37.451261948299916,126.59895433562875,0.0
23010520010006,37.465559270372864,126.5997924514866,0.0
23010520010101,37.448905344386134,126.6208243707201,0.0
23010520010201,37.450781118099684,126.60473096523765,19.0
23010520010204,37.45317244853936,126.60680055877715,10.0
23010520010207,37.45296791346382,126.60532536935563,7.0
23010520010202,37.45053279408972,126.6061952103278,14.0
23010520010208,37.45159955716047,126.6047827077114,20.0
23010520010205,37.45198022390171,126.60730904525589,14.0
23010520010203,37.45135769412252,126.60639280136874,14.0
23010520010206,37.45244155942961,126.60591853701142,8.0
23010530010001,37.471395248757034,126.62109685196354,9.0
23010530020001,37.47051995513269,126.62939093925807,0.0
23010530020101,37.470022913082346,126.62985111307097,22.0
23010530030001,37.471234093458015,126.62582927434458,0.0
23010530030005,37.47449276650797,126.62337444661348,5.0
23010530030003,37.47337645040643,126.62482651745768,17.0
23010530030004,37.47216219919835,126.62154063404296,0.0
23010530030002,37.47300597540202,126.62201132381682,0.0
23010530040001,37.467250635782484,126.62854000654944,6.0
23010530040002,37.468562925565045,126.62759675163487,8.0
23010530040003,37.46849257302916,126.62997226377773,35.0
23010540010001,37.46832958989287,126.6331586990186,12.0
23010540020003,37.46641356824998,126.63109075757393,108.0
23010540020001,37.46715244226556,126.63273125417942,7.0
23010540020002,37.467943234425974,126.63064703801228,55.0
23010540020102,37.46565517598191,126.6336103723489,18.0
23010540020101,37.46618758738059,126.63293410210721,25.0
23010540020201,37.466538888216256,126.63040703567223,21.0
23010540020301,37.466223468734526,126.63191547470797,64.0
23010540020601,37.46557002296328,126.63256859326133,7.0
23010540030002,37.46557839861356,126.63755292909964,10.0
23010540030001,37.46723413084869,126.63610265510292,11.0
23010540030003,37.465423123661935,126.63584188443643,7.0
23010540030004,37.464230999480286,126.63869091514229,27.0
23010540040001,37.464011095180254,126.63140243467333,0.0
23010540040102,37.4642444241035,126.63252587976824,6.0
23010540040101,37.46483878694031,126.63292179535902,11.0
23010540040201,37.46518672557506,126.63130173500414,19.0
23010540050002,37.46267662248481,126.63661838167627,16.0
23010540050001,37.46365340456349,126.6354776069468,52.0
23010540050301,37.463391113675314,126.63462380433006,24.0
23010540060001,37.455843512315354,126.63124166331306,7.0
23010540060102,37.451406743168654,126.62694209132864,34.0
23010540060101,37.45172457339391,126.62670683174392,56.0
23010540060202,37.45726765607619,126.6331745818716,29.0
23010540060204,37.4561569404378,126.63265994654485,27.0
23010540060203,37.45656876999308,126.63340787029942,53.0
23010540060205,37.455771912810306,126.63378631467906,41.0
23010540060201,37.4566017126004,126.6341863734843,34.0
23010540070001,37.43727277523513,126.62378808295452,0.0
23010560010002,37.46814680637891,126.63865475653445,7.0
23010560010007,37.467349715240836,126.63753738758206,5.0
23010560010001,37.469080165913255,126.63857553820209,0.0
23010560010006,37.46923483709106,126.63962604701752,9.0
23010560010005,37.466925162314865,126.64176201928895,5.0
23010560010004,37.467174796198734,126.63942452999086,6.0
23010560010003,37.465282004349085,126.6399186224072,0.0
23010560010101,37.46532190105501,126.6389714225648,5.0
23010570010001,37.46963391883953,126.63736498521153,0.0
23010570020005,37.47022469486389,126.63435841502111,7.0
23010570020002,37.46899066334098,126.63489359483866,6.0
23010570020003,37.47108298119944,126.63339312683705,0.0
23010570020006,37.47024361985941,126.63238537066894,8.0
23010570020001,37.47050416410816,126.63582789001408,0.0
23010570020004,37.469389812376114,126.63397121897158,0.0
23010580010001,37.47180851482558,126.634783286438,8.0
23010580010004,37.47354653480448,126.63169077325468,0.0
23010580010003,37.47255222991095,126.63003979497121,0.0
23010580010002,37.47230131876703,126.63277292063013,9.0
23010580020007,37.47486795854566,126.6292725471313,0.0
23010580020005,37.47519402387241,126.63184736148038,21.0
23010580020006,37.472655059997884,126.62783791640493,10.0
23010580020003,37.478928460243445,126.62605171390888,6.0
23010580020004,37.476965283558734,126.62517749721422,7.0
23010580020001,37.475808164205546,126.62636070884999,12.0
23010580020002,37.47436422158498,126.62778238545958,10.0
23010580020008,37.47749917824411,126.62912677643718,5.0
23010630010006,37.37270263700798,126.44344486867668,0.0
23010630010010,37.40469252634044,126.43866816584722,0.0
23010630010001,37.3864124309216,126.41860568944566,0.0
23010630020003,37.44406705899641,126.38279298722351,0.0
23010630020004,37.434427758643494,126.41538700943543,0.0
23010630020002,37.46511540371647,126.36518018653412,5.0
23010630020006,37.44131063826121,126.36376171137002,0.0
23010630020001,37.45650727740772,126.3576788916933,0.0
23010630030003,37.46514437485482,126.39591554319661,0.0
23010630030001,37.45148544054861,126.38287260915683,0.0
23010630030004,37.436372425714666,126.43239785180228,0.0
23010640010001,37.497744448243296,126.48831849678263,31.0
23010640010101,37.49612509949471,126.48587142005225,30.0
23010640010201,37.49949089420939,126.48616853397466,30.0
23010640010202,37.4987676248889,126.4873015510892,37.0
23010640010203,37.50001043927087,126.48663118669971,26.0
23010640020001,37.493096089108946,126.49134856821709,0.0
23010640030001,37.494615577822664,126.48930507922576,0.0
23010640040001,37.49320973927267,126.48925831993265,5.0
23010640050001,37.491964454192455,126.48564887779862,0.0
23010640050101,37.49175012284895,126.48687662009151,44.0
23010640050102,37.49066980711742,126.48570442979877,14.0
23010640050103,37.49063626417632,126.48692427523024,26.0
23010640050201,37.49187207535286,126.48923885536475,21.0
23010640050202,37.49084051453684,126.4886291106228,31.0
23010640060001,37.49489526963304,126.49197339403031,5.0
23010640060002,37.49332596089221,126.49306126845198,0.0
23010640070101,37.49414996834585,126.48627408972446,15.0
23010640070102,37.49483930842969,126.4867275435882,36.0
23010640070201,37.49340528619154,126.48574255106897,15.0
23010640070202,37.49305422185744,126.48691315439761,16.0
23010640080003,37.489713803012435,126.48728441119263,0.0
23010640080002,37.492480968407286,126.48314351828607,45.0
23010640080001,37.48705230046189,126.48854732145072,0.0
23010640080101,37.488785651910206,126.48593621666934,38.0
23010640080201,37.48960507487094,126.49000482332887,16.0
23010640090002,37.50085096758042,126.49018357493284,30.0
23010640090003,37.498592677940906,126.4799901855069,16.0
23010640090004,37.5014173321578,126.48636015109751,33.0
23010640090005,37.50231813446131,126.4850654449999,29.0
23010640090006,37.5014439293442,126.49393237688827,16.0
23010640090001,37.49515845258994,126.48010414087419,42.0
23010640090101,37.500867895903234,126.48595104511277,22.0
23010640090102,37.4987115327542,126.48426441416294,20.0
23010640090201,37.49994485322498,126.48466680569548,24.0
23010640090301,37.500031719347795,126.48222538987496,20.0
23010640090401,37.49611951842124,126.4822238846577,17.0
23010640090402,37.49648369614894,126.48411145105003,16.0
23010640090403,37.495539881898864,126.48337584221363,29.0
23010640100002,37.4976435223798,126.49910253718113,7.0
23010640100001,37.496352738298576,126.49980509772136,27.0
23010640110003,37.48991618487397,126.4983369148241,0.0
23010640110004,37.49272404846116,126.49736717678275,0.0
23010640110005,37.49082571932576,126.49822127976198,0.0
23010640110006,37.49195136700346,126.49904136559252,0.0
23010640110001,37.48528874350018,126.49855226277411,0.0
23010640110007,37.49054889852472,126.49577723011225,0.0
23010640110002,37.48855437189689,126.49332144286363,6.0
